Name,Partei,Wahlart,Bundesland,Wahlkreis,Wahlkreis-Nr.,Ausschuesse,Biografie,Twitter,Ausschusspositionen,Geburtsjahr
"Schulz, Martin",SPD,Gewählt über Landesliste,Nordrhein-Westfalen,,,"{'Stellvertretendes Mitglied': ['Auswärtiger Ausschuss', 'Ausschuss für die Angelegenheiten der Europäischen Union']}","        Geboren am 20. Dezember 1955 in Hehlrath (jetzt Eschweiler); verheiratet; zwei Kinder.
        1962 bis 1966 Grundschule; 1966 bis 1975 Heilig Geist Gymnasium, Würselen; 1975 bis 1977 Ausbildung zum Buchhändler; 1977 bis 1982 Tätigkeit als Buchhändler für diverse Verlage und Buchhandlungen; 1982 bis 1994 Gründung und Betrieb der eigenen Buchhandlung in Würselen1974 Eintritt in die SPD; 1974 bis 1984 Engagement bei den Jusos, Vorsitzender des Juso-Stadtverbandes Würselen und Unterbezirks Kreis Aachen; verschiedene Aufgaben und Funktionen auf Ortsvereins- und Stadtverbandsebene; 1984 bis 1998 Stadtratsmitglied im Rat der Stadt Würselen; 1987 bis 1998 Bürgermeister der Stadt Würselen; seit 1984 Mitglied im Vorstand der SPD Kreis Aachen; seit 1994 Mitglied des Europäischen Parlaments; seit 1996 Vorsitzender der SPD Kreis Aachen; 1999 Europa-Wahlkampfleiter; 2000 bis 2004 Vorsitzender der SPD-Gruppe im Europäischen Parlament; 2002 bis 2004 Stellvertretender Vorsitzender der Fraktion der Sozialdemokratischen Partei Europas im Europäischen Parlament; 2004 bis 2012 Vorsitzender der Sozialdemokratischen Fraktion im Europäischen Parlament; seit 1999 Mitglied des SPD-Parteivorstandes und Mitglied des Parteipräsidiums; seit November 2009 Beauftragter des SPD-Parteivorstandes für die Europäische Union; 2012 bis Januar 2017 Präsident des Europäischen Parlamentes; seit 19. März 2017 Parteivorsitzender und Kanzlerkandidat der SPD.",MartinSchulz,"['Auswärtiger Ausschuss', 'Ausschuss für die Angelegenheiten der Europäischen Union']",1955
"Schulz (Spandau), Swen",SPD,Direkt gewählt,Berlin,Berlin-Spandau – Charlottenburg Nord,78,"{'Ordentliches Mitglied': ['Haushaltsausschuss', 'Bundesfinanzierungsgremium'], 'Stellvertretendes Mitglied': ['Ausschuss für Bildung, Forschung und Technikfolgenabschätzung']}","Geboren am 1. März 1968 in Hamburg; drei Kinder.1987 Abitur in Hamburg; 1987 bis 1993 Studium der Politikwissenschaften an der FU Berlin; 1993 Diplom-Politologe.1994 bis 1998 wissenschaftlicher Mitarbeiter im Deutschen Bundestag; 1998 bis 2002 Redaktionsdirektor; seit 2002 Mitglied des Deutschen Bundestages.Beisitzer des Vorstandes der Arbeiterwohlfahrt Kreisverband Spandau e.V.; Mitglied unter anderem August Bebel Institut; Berliner Komitee für UNESCO-Arbeit e.V.; Gegen Vergessen - Für Demokratie e.V.; Gemeinwesenverein Haselhorst e.V.; Heimatkundliche Vereinigung Spandau 1954 e.V.; Humanistischer Verband Deutschlands - Landesverband Berlin-Brandenburg e.V.; Lesewelt Berlin e.V.; Partnerschaftsverein Spandau e.V.; Sozialverband Deutschland - Landesverband Berlin-Brandenburg e.V.; Vereinigung Wirtschaftshof Spandau e.V..Seit 1986 Mitglied der SPD; 1995 bis 1998 Bürgerdeputierter und 1998 bis 2002 Bezirksverordneter der Bezirksverordnetenversammlung Berlin-Spandau; 1998 bis 2008 Vorsitzender der SPD Spandau.Mitglied des Haushaltsausschusses; stellvertretendes Mitglied des Ausschusses für Bildung, Forschung und Technikfolgenabschätzung; 2005 bis 2014 Mitglied im Fraktionsvorstand der SPD-Bundestagsfraktion; 2005 bis 2009 Sprecher der Berliner Mitglieder der SPD-Bundestagsfraktion; 2009 bis 2014 stellvertretender Sprecher der Arbeitsgruppe Bildung und Forschung der SPD-Bundestagsfraktion.",swenschulz,"['Haushaltsausschuss', 'Bundesfinanzierungsgremium', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung']",1968
"Schulz, Uwe",AfD,Gewählt über Landesliste,Hessen,Gießen,173,"{'Ordentliches Mitglied': ['Ausschuss Digitale Agenda', 'Projektgruppe 5 der Enquete Berufliche Bildung', 'Projektgruppe 1 der Enquete Berufliche Bildung', 'Enquete-Kommission „Berufliche Bildung“'], 'Stellvertretendes Mitglied': ['Ausschuss für Verkehr und digitale Infrastruktur'], 'Vorsitz (sonstige Gremien)': ['Parlamentariergruppe Bulgarien-Moldau-Rumänien']}","        Geboren am 12. Dezember 1961 in Gießen; verheiratet.
        1981 Abitur; 1981 bis 1982 Wehrdienst; 1982 bis ca.1995 Mitglied CDU und JU, Vorstandsmitglied CDU und JU Pohlheim, sowie Stadtverordneter Pohlheim; 1982 bis 1988 Jurastudium, ohne Abschluss; 1988 bis 1996 Amerikanisches Dienstleistungs-unternehmen/ Frankfurt: Management Trainee, Leitung Kundenbetreuung, Projektleiter International Sales & Marketing in New York und Los Angeles; 1996 bis 1998 Schwedischer Handelskonzern/ Wiesbaden: Leiter Auftragsbearbeitung, Kundenservice, Mahnwesen (Kundenkarten); 1998 bis Oktober 2017 Dax-Konzern (Telekommunikation) zuletzt als Vice President/ Leiter Kundenservice Europa, Leiter externer Standorte und zentraler Organisationseinheiten in Deutschland, mehrjährige Zuständigkeit für Unternehmenseinheiten in 12 europäischen Ländern, Budget- / Umsatzverantwortung in dreistelliger Millionenhöhe/ €.Seit 2013 Mitglied der AfD; Seit 2014 Vorsitzender AfD-Kreisverband Gießen.",Uwe_Schulz_AfD,"['Ausschuss Digitale Agenda', 'Projektgruppe 5 der Enquete Berufliche Bildung', 'Projektgruppe 1 der Enquete Berufliche Bildung', 'Enquete-Kommission „Berufliche Bildung“', 'Ausschuss für Verkehr und digitale Infrastruktur']",1961
"Schulz-Asche, Kordula",Bündnis 90/Die Grünen,Gewählt über Landesliste,Hessen,Main-Taunus,181,"{'Ordentliches Mitglied': ['Ausschuss für Gesundheit'], 'Stellvertretendes Mitglied': ['Unterausschuss Globale Gesundheit', 'Ausschuss für Familie, Senioren, Frauen und Jugend', 'Unterausschuss Bürgerschaftliches Engagement'], 'Stellvertretender Vorsitz (sonstige Gremien)': ['Parlamentariergruppe Östliches Afrika']}","Geboren am 31. Dezember 1956 in Berlin; evangelisch-lutherisch; verheiratet, ein Kind.Grundschule in Spandau; Abitur an der Lily-Braun-Oberschule; Staatlich geprüfte Krankenschwester, Deutsches Rotes Kreuz; Kommunikationswissenschaftlerin (M.A.), FU Berlin.1978 Gründungsmitglied der Alternativen Liste Berlin (heute Bündnis 90/Die Grünen);1983 bis 1985 Mitglied des Abgeordnetenhauses Berlin; 1986 bis 1998 Arbeit für Entwicklungsorganisationen in verschiedenen Ländern Afrikas; 1999 Wiedereinstieg in die Grüne Politik am neuen Lebensmittelpunkt im Main-Taunus-Kreis; 2000 bis 2003 Arbeit bei der GIZ im Projekt „HIV/AIDS-Bekämpfung in Entwicklungsländern“;2003 bis 2013 Mitglied des Hessischen Landtags; 2005 bis 2013 Landesvorsitzende von Bündnis 90/Die Grünen Hessen; 2005 bis 2013 Stellvertretende Fraktionsvorsit-zende im Hessischen Landtag; 2011 bis 2016 Kreistagsabgeordnete im Main-Taunus-Kreis; seit 2013 Mitglied des Deutschen Bundestages.Mitgliedschaft bei ver.di und der Deutschen Afrika Stiftung; Ehrenamtliches Beiratsmitglied bei der Gesellschaft für Recht und Politik im Gesundheitswesen e.V., German Healthcare Partnership und Zentrum für interdisziplinäre Afrikaforschung, Mitglied des Lenkungskreises und der Jury für den Deutschen Bürgerpreis. ",k_sa,"['Ausschuss für Gesundheit', 'Unterausschuss Globale Gesundheit', 'Ausschuss für Familie, Senioren, Frauen und Jugend', 'Unterausschuss Bürgerschaftliches Engagement']",1956
"Schulze, Dr. Klaus-Peter",CDU/CSU,Direkt gewählt,Brandenburg,Cottbus – Spree-Neiße,64,"{'Obmann': ['Ausschuss für Tourismus'], 'Ordentliches Mitglied': ['Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit', 'Ausschuss für Tourismus'], 'Stellvertretendes Mitglied': ['Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung']}","Geboren am 3. Juli 1954 in Döbern; evangelisch; verheiratet, drei Kinder.1961 bis 1973 Schulzeit in Spremberg, 1973 Abitur. 1973 bis 1975 Grundwehrdienst. 1975 bis 1979 Studium in Potsdam, Abschluss Diplomlehrer für Biologie und Chemie; 1979 bis 1982 Lehrer. 1982 bis 1985 Aspirantur an der Zentrale für Wasservogelforschung der DDR, Bearbeitung ethologischer Fragestellungen. 1985 Promotion zum Dr. rer. nat.. 1985 bis 1990 Leiter „Station Junger Techniker und Naturforscher“ in Spremberg. 1990 bis 1994 Amtsleiter und Dezernent im Landratsamt Spremberg, 1994 bis 2002 Beigeordneter des Landrates im Landkreis Spree-Neiße, 2002 bis 2013 Hauptamtlicher Bürgermeister der Stadt Spremberg.Mitglied beim Forum Grüne Vernunft e.V.; Mitglied beim NABU – Naturschutzbund Deutschland e.V.; Mitglied bei Pro Lausitzer Braunkohle e.V.; Mitglied beim Wirtschaftsrat der CDU e.V. (Sektion Südbrandenburg); Mitglied beim Traditionsverein ""Glückauf Schwarze Pumpe"" e. V.; Mitglied beim Fremdenverkehrsverein ""Region Spremberg"" e.V..1993 Eintritt in die CDU, 2003 bis 2007 Beisitzer im CDU-Landesvorstand Brandenburg, seit 2002 Beisitzer im Ortsvorstand Spremberg, Mitglied des Deutschen Bundestages seit 2013.",,"['Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit', 'Ausschuss für Tourismus', 'Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung', 'Ausschuss für Tourismus']",1954
"Schummer, Uwe",CDU/CSU,Direkt gewählt,Nordrhein-Westfalen,Viersen,111,"{'Ordentliches Mitglied': ['Ausschuss für Arbeit und Soziales'], 'Stellvertretendes Mitglied': ['Ausschuss für Gesundheit', 'Enquete-Kommission „Berufliche Bildung“']}","Geboren am 14. November 1957 in Adelaide, Australien; katholisch.1974 Mittlere Reife; 1976 bis 1979 Ausbildung zum Kaufmann für Groß- und Außenhandel; 1979 bis 1980 Sportförderkompanie in Warendorf.1980 bis 1983 Tätigkeit als Kaufmännischer Angestellter bei den Stadtwerken Willich; 1983 bis 1987 Jugendbildungsreferent der Katholischen Arbeitnehmer-Bewegung Westdeutschlands; 1987 bis 1989 Leiter des Abgeordnetenbüros von Bundesarbeitsminister Norbert Blüm; 1989 bis 1996 Pressesprecher der CDA Deutschlands; 1996 bis 2002 Geschäftsführer der CDA Deutschlands; 1998 bis 2002 Chefredakteur der CDA-Zeitschrift ""Soziale Ordnung"". Mitgliedschaften in IG Metall; Kolping; 2014 bis 2018 Landesvorsitzender Lebenshilfe Nordrhein-Westfalen.1973 Eintritt in die CDU; 1987 bis 1989 Bundesvorsitzender CDA-Nachwuchsorganisation Junge Arbeitnehmerschaft; seit 2003 stellvertretender Kreisvorsitzender der CDU Viersen.Seit 2002 Mitglied des Bundestages; seit 2005 stellvertretender Vorsitzender Arbeitnehmergruppe CDU/CSU-Bundestagsfraktion; 2009 bis 2013 Obmann der CDU/CSU-Bundestagsfraktion für Bildung und Forschung; 2014 bis 2018 Beauftragter der CDU/CSU-Bundestagsfraktion für Menschen mit Behinderung; seit 2018 Vorsitzender der CDU/CSU-Arbeitnehmergruppe im Deutschen Bundestag.",UweSchummer,"['Ausschuss für Arbeit und Soziales', 'Ausschuss für Gesundheit', 'Enquete-Kommission „Berufliche Bildung“']",1957
"Schurer, Ewald",SPD  **,Gewählt über Landesliste,Bayern,Erding – Ebersberg,213,{'Entgeltliche Tätigkeiten neben dem Mandat': []},"Geboren am 15. April 1954 in Ebersberg; katholisch; verheiratet, vier Kinder.Volksschule, Berufsaufbauschule. 1969 bis 1972 Ausbildung zum Groß- und Außenhandelskaufmann. 1978 BOS-Abitur. 1988 Abschluss Diplom-Betriebswirt (FH). Zivildienst.1972 bis 1974 Disponent bei der BMW AG, 1988 bis 1998 Kunden- und Großkundenberater bei Dun & Bradstreet Deutschland GmbH, seit 2002 selbstständiger Kommunikationsberater.Seit 1975 Mitglied im DGB, aktuell bei ver.di. Mitglied der AWO, im Bund Naturschutz und in regionalen Vereinen.Seit 1972 Mitglied der SPD, 1978 bis 1985 im Vorstand der Jusos Südbayern, 1978 bis 1990 Ortsvorsitzender in Ebersberg, seit 1984 Mitglied im Kreistag Ebersberg, 1990 bis 2004 und 2009 bis 2011 Unterbezirksvorsitzender in Ebersberg, seit 2003 SPD-Bezirksvorsitzender in Oberbayern, im Landesvorstand Bayern.Mitglied des Bundestages 1998 bis 2002 und seit 2005.Ewald Schurer ist am 3. Dezember 2017 verstorben, Nachfolger ist der Abgeordnete Carsten Träger, SPD.** verstorben",,[],1954
"Schuster (Weil am Rhein), Armin",CDU/CSU,Direkt gewählt,Baden-Württemberg,Lörrach – Müllheim,282,"{'Vorsitzender': ['Parlamentarisches Kontrollgremium (PKGr)'], 'Obmann': ['Ausschuss für Inneres und Heimat'], 'Ordentliches Mitglied': ['Parlamentarisches Kontrollgremium (PKGr)', 'Ausschuss für Inneres und Heimat']}","Geboren am 20. Mai 1961 in Andernach/Rhein; römisch-katholisch, verheiratet, ein Kind.1980 bis 1983 Studium an der Fachhochschule des Bundes für öffentliche Verwaltung Köln/ Lübeck; 1986 bis 1992 Fernuniversität Hagen (Wirtschaftswissenschaften); 1993 bis 1995 Hochschule der Polizei Münster (Laufbahnbefähigung höherer Dienst), Polizeidirektor a.D., European Quality System, Manager und Auditor, Senior Quality Manager.Seit 1983 verschiedene Verwendungen im gehobenen und höheren Dienst der Bundespolizei (BP), zuletzt bis 2009 Leiter des BP-Amtes/ -Inspektion Weil am Rhein; 1985 bis 1989 Bundesinnenministerium Bonn. Seit 1987 Mitglied der CDU; 2012 bis 2018 Kreisvorsitzender des CDU-Kreisverbandes Lörrach; seit 2007 CDU-Stadtverband Weil am Rhein; seit 2009 Mitglied des Bundestages.Ehrenamtliches Mitglied im Vorstand der Deutschen Gesellschaft für Qualität; ehrenamtliches Jury-Mitglied des initiative ""Ludwig-Erhard-Preis"" (Deutscher Qualitätspreis); Dozent und Prüfer der Deutschen Gesellschaft für Qualität e.V.: Mitglied der International Police Association; Mitglied der Bundespolizeigewerkschaft.",armin_schuster,"['Parlamentarisches Kontrollgremium (PKGr)', 'Ausschuss für Inneres und Heimat', 'Ausschuss für Inneres und Heimat', 'Parlamentarisches Kontrollgremium (PKGr)']",1961
"Schwabe, Frank",SPD,Direkt gewählt,Nordrhein-Westfalen,Recklinghausen I,121,"{'Obmann': ['Ausschuss für Menschenrechte und humanitäre Hilfe'], 'Ordentliches Mitglied': ['Ausschuss für Menschenrechte und humanitäre Hilfe', 'Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit'], 'Stellv. Delegationsleiter (sonstige Gremien)': ['Parlamentarische Versammlung des Europarates'], 'Ordentliches Mitglied (sonstige Gremien)': ['Parlamentarische Versammlung des Europarates']}","Geboren am 12. November 1970 in Waltrop; evangelisch; verheiratet, drei Kinder.Besuch der Marktschule in Ickern, 1990 Abitur am Ernst-Barlach-Gymnasium. 1990 bis 1991 Wehrdienst in Pinneberg, Delmenhorst und Goch. Anschließend Studium der Volkswirtschaftslehre in Osnabrück und der Landespflege, Geschichte, Politikwissenschaft und Soziologie in Essen. Tätigkeiten als Mitarbeiter bei einem Bundestags- und einer Europaabgeordneten. Gästeführer an verschiedenen industriekulturellen Orten im Ruhrgebiet.Mitglied beim BUND, der IG BCE, der AWO, dem Deutsch-Österreichischen Knappenverein und bei Schalke 04, u.a. 2001 bis 2005 ehrenamtlicher Richter am Verwaltungsgericht Gelsenkirchen, 2004 bis 2005 stellvertretender Vorsitzender des Polizeibeirats Polizeipräsidium Recklinghausen. Stellvertretender Präsident von GLOBE Deutschland.1991 Eintritt in die SPD, seit 1992 Mitglied im Ortsvereinsvorstand Ickern, Mitgliedschaft im Stadtverbandsvorstand, Unterbezirksvorstand und Bezirksvorstand der Jusos, von 2002 bis 2010 Vorsitzender des Stadtverbandes Castrop-Rauxel und Mitglied im Regionalvorstand Westliches Westfalen, Mitglied im Parteikonvent der SPD. Von 2004 bis 2013 Mitglied im Rat der Stadt Castrop-Rauxel, 2004 bis 2005 Mitglied im Kreistag Recklinghausen.Mitglied des Bundestages seit 2005, seit 2014 Sprecher für Menschenrechte und humanitäre Hilfe der SPD-Bundestagsfraktion.",FrankSchwabe,"['Ausschuss für Menschenrechte und humanitäre Hilfe', 'Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit', 'Ausschuss für Menschenrechte und humanitäre Hilfe']",1970
"Schwartze, Stefan",SPD,Direkt gewählt,Nordrhein-Westfalen,Herford – Minden-Lübbecke II,133,"{'Obmann': ['Petitionsausschuss'], 'Ordentliches Mitglied': ['Petitionsausschuss', 'Ausschuss für Familie, Senioren, Frauen und Jugend']}","        Geboren am 23. Mai 1974 in Bad Oeynhausen; evangelisch; ledig.
        Ausbildung zum Industriemechaniker; Fachabitur.Industriemechaniker bei der Firma Kannegiesser in Vlotho.Mitglied der IG Metall; der Freiwilligen Feuerwehr Vlotho; der Arbeiterwohlfahrt; im Vlothoer Bündnis gegen das Collegium Humanum; Kinderschutzbund; Vorsitzender des Fördervereins des THW Vlotho; Verwaltungsratsmitglied der Diakonie im Kirchenkreis Vlotho; Vorsitzender des Bundestagsfanclubs DSC Arminia Bielefeld.Seit 1994 Mitglied der SPD; seit 2006 Vorsitzender der SPD im Kreis Herford; seit 2014 Vorsitzender der SPD Region Ostwestfalen.1999 bis 2009 Kreistagsabgeordneter; 2004 bis 2009 stellvertretender Vorsitzender der SPD-Kreistagsfraktion. Seit Oktober 2009 Mitglied des Deutschen Bundestages.",s_schwartze,"['Petitionsausschuss', 'Ausschuss für Familie, Senioren, Frauen und Jugend', 'Petitionsausschuss']",1974
"Schwarz, Andreas",SPD,Gewählt über Landesliste,Bayern,Bamberg,236,"{'Ordentliches Mitglied': ['Haushaltsausschuss', 'Rechnungsprüfungsausschuss', 'Bundesfinanzierungsgremium'], 'Stellvertretendes Mitglied': ['Finanzausschuss']}","Geboren am 3. März 1965 in Berleburg; evangelisch-lutherisch; verheiratet, ein Kind.Vier Jahre Grundschule Strullendorf; zwei Jahre Hauptschule Strullendorf; vier Jahre Realschule Hirschaid mit Abschluss ""Mittlerer Reife""; zwei Jahre Fachoberschule Bamberg; Studium der Betriebswirtschaftlehre mit dem Abschluss Dipl.-Betriebswirt (FH) in den Schwerpunkten Steuerrecht und Außenhandel an der Georg-Simon-Ohm-Hochschule Nürnberg.1992 selbstständig; 1996 hauptamtlicher Erster Bürgermeister der Gemeinde Strullendorf.Mitglied in Sozialverband VdK Deutschland; Dienstleistungsgewerkschaft ver.di; Arbeiterwohlfahrt; Wasserwacht; Feuerwehr; diverse Sportvereine.1990 Gemeinderat in Strullendorf; von 1996 bis 2013 Erster Bürgermeister von Strullendorf; 2002 Kreisrat im Kreistag zu Bamberg; 2008 Vorsitzender des SPD-Kreisverbandes Bamberg/Land; 2011 Beisitzer im SP-Bezirk Oberfranken; 2012 stellvertretender Vorsitzender SPD-Unterbezirks Bamberg/Forchheim; 2013 Vorsitzender der SPD-Kreistagsfraktion.",Schwarz_MdB,"['Haushaltsausschuss', 'Rechnungsprüfungsausschuss', 'Bundesfinanzierungsgremium', 'Finanzausschuss']",1965
"Schwarzelühr-Sutter, Rita",SPD,Gewählt über Landesliste,Baden-Württemberg,Waldshut,288,"{'Parlamentarische Staatssekretärin bei der Bundesministerin für Umwelt, Naturschutz, Bau und nukleare Sicherheit': []}","Geboren am 13. Oktober 1962 in Waldshut; römisch-katholisch; verheiratet, zwei Kinder.1982 Abitur am Hochrhein-Gymnasium Waldshut; 1983 bis 1989 Studium der Wirtschaftswissenschaften in Freiburg im Breisgau und Zürich (Schweiz), Abschluss mit dem Lizenziat der Wirtschaftswissenschaften, Richtung Betriebswirtschaft, Diplom Betriebswirt an der Universität Zürich.1992 bis 1996 tätig als Marketing-Assistentin; 1997 bis 2005 Beratung und Kommunikation für Karin Rehbock-Zureich, MdB; März 2010 bis November 2010 Unternehmensberaterin.Mitglied bei ver.di, AWO, KLAR - Kein Leben mit atomaren Risiken, Hospizdienst e. V., Gegen Vergessen Für Demokratie e.V. und EUROSOLAR - Europäische Vereinigung für Erneuerbare Energien e.V.Seit 1994 Mitglied der SPD; seit 2001 Vorsitzende des SPD-Kreisverbands Waldshut; 1999 bis 2013 Gemeinderätin in Lauchringen; 2009 bis 2014 Mitglied des Regionalverbandes Hochrhein-Bodensee; seit 2004 Mitglied des Kreistages Landkreis Waldshut; seit 2007 Mitglied im Landesvorstand der SPD Baden-Württemberg.Mitglied des Bundestages von 2005 bis 2009 und erneut seit Oktober 2010.Seit Dezember 2013 Parlamentarische Staatssekretärin bei der Bundesministerin für Umwelt, Naturschutz, Bau und Reaktorsicherheit.",rischwasu,[],1962
"Schweiger, Torsten",CDU/CSU,Direkt gewählt,Sachsen-Anhalt,Mansfeld,74,"{'Ordentliches Mitglied': ['Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit', 'Ausschuss für Bau, Wohnen, Stadtentwicklung und Kommunen'], 'Stellvertretendes Mitglied': ['Ausschuss für Wirtschaft und Energie', 'Ausschuss für Verkehr und digitale Infrastruktur']}","        Geboren am 29. Februar 1968 in Gräfenhainichen; verheiratet; ein Kind.
        April 1974 bis Juli 1984 Polytechnische Oberschule Gräfenhainichen, Abschluss 10. Klasse; September 1984 bis Juli 1986 Erweiterte Oberschule Gräfenhainichen, Abitur; Oktober 1986 bis Mai 1988 Grundwehrdienst NVA.September 1988 bis Juni 1993 Studium TU Magdeburg, Fachrichtung Elektrotechnik,Abschluss Diplom-Ingenieur; Oktober 1993 bis Dezember 1997 Bauleiter,Projektingenieur, NL-Leiter Ingenieurbüro, Staatshochbauamt Merseburg;ab Dezember 1997 Stadt Sangerhausen Bauamtsleiter.CDU Mitglied seit 2008; Mitglied CDU Stadtverband Sangerhausen; Mitglied CDU Stadtvorstand Sangerhausen; Mitglied CDU Kreisvorstand Mansfeld Südharz.",cdu_schweiger,"['Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit', 'Ausschuss für Bau, Wohnen, Stadtentwicklung und Kommunen', 'Ausschuss für Wirtschaft und Energie', 'Ausschuss für Verkehr und digitale Infrastruktur']",1968
